,유아여성인구수,유아남성인구수,초등학생여성인구수,초등학생남성인구수,중학생여성인구수,중학생남성인구수,고등학생여성인구수,고등학생남성인구수,geometry,미성년총인구,만12세이하총인구
639,0.0,0.0,16.0,10.0,11.0,8.0,16.0,10.0,"POLYGON ((940200 1950900, 940200 1951000, 940300 1951000, 940300 1950900, 940200 1950900))",71.0,26.0
640,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942100 1948000, 942100 1948100, 942200 1948100, 942200 1948000, 942100 1948000))",6.0,6.0
641,13.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0,"POLYGON ((943500 1951700, 943500 1951800, 943600 1951800, 943600 1951700, 943500 1951700))",40.0,40.0
642,10.0,0.0,18.0,20.0,13.0,18.0,18.0,10.0,"POLYGON ((941500 1950600, 941500 1950700, 941600 1950700, 941600 1950600, 941500 1950600))",107.0,48.0
643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943600 1951000, 943600 1951100, 943700 1951100, 943700 1951000, 943600 1951000))",0.0,0.0
644,7.0,8.0,10.0,14.0,11.0,7.0,22.0,0.0,"POLYGON ((941100 1950400, 941100 1950500, 941200 1950500, 941200 1950400, 941100 1950400))",79.0,39.0
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939300 1951300, 939300 1951400, 939400 1951400, 939400 1951300, 939300 1951300))",0.0,0.0
646,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((942100 1950400, 942100 1950500, 942200 1950500, 942200 1950400, 942100 1950400))",6.0,6.0
647,12.0,12.0,7.0,9.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1953400, 939500 1953500, 939600 1953500, 939600 1953400, 939500 1953400))",40.0,40.0
648,14.0,11.0,12.0,17.0,6.0,0.0,7.0,0.0,"POLYGON ((942900 1948700, 942900 1948800, 943000 1948800, 943000 1948700, 942900 1948700))",67.0,54.0
649,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,"POLYGON ((939500 1953300, 939500 1953400, 939600 1953400, 939600 1953300, 939500 1953300))",6.0,0.0
650,0.0,6.0,7.0,0.0,0.0,0.0,6.0,0.0,"POLYGON ((942200 1949700, 942200 1949800, 942300 1949800, 942300 1949700, 942200 1949700))",19.0,13.0
651,10.0,17.0,14.0,14.0,7.0,0.0,0.0,7.0,"POLYGON ((942300 1949100, 942300 1949200, 942400 1949200, 942400 1949100, 942300 1949100))",69.0,55.0
652,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944500 1950000, 944500 1950100, 944600 1950100, 944600 1950000, 944500 1950000))",17.0,17.0
653,8.0,0.0,15.0,11.0,0.0,6.0,0.0,0.0,"POLYGON ((942400 1949000, 942400 1949100, 942500 1949100, 942500 1949000, 942400 1949000))",40.0,34.0
654,11.0,13.0,33.0,35.0,20.0,12.0,0.0,10.0,"POLYGON ((940500 1950900, 940500 1951000, 940600 1951000, 940600 1950900, 940500 1950900))",134.0,92.0
655,7.0,0.0,13.0,16.0,0.0,0.0,6.0,10.0,"POLYGON ((942100 1949000, 942100 1949100, 942200 1949100, 942200 1949000, 942100 1949000))",52.0,36.0
656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941900 1948700, 941900 1948800, 942000 1948800, 942000 1948700, 941900 1948700))",0.0,0.0
657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941700 1947800, 941700 1947900, 941800 1947900, 941800 1947800, 941700 1947800))",0.0,0.0
658,0.0,7.0,0.0,11.0,0.0,0.0,0.0,8.0,"POLYGON ((942500 1948000, 942500 1948100, 942600 1948100, 942600 1948000, 942500 1948000))",26.0,18.0
659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943300 1948100, 943300 1948200, 943400 1948200, 943400 1948100, 943300 1948100))",0.0,0.0
660,13.0,14.0,14.0,30.0,11.0,13.0,11.0,6.0,"POLYGON ((941100 1949800, 941100 1949900, 941200 1949900, 941200 1949800, 941100 1949800))",112.0,71.0
661,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,"POLYGON ((942300 1950200, 942300 1950300, 942400 1950300, 942400 1950200, 942300 1950200))",7.0,0.0
662,10.0,15.0,16.0,9.0,6.0,6.0,6.0,7.0,"POLYGON ((942000 1951800, 942000 1951900, 942100 1951900, 942100 1951800, 942000 1951800))",75.0,50.0
663,7.0,8.0,17.0,11.0,6.0,0.0,8.0,6.0,"POLYGON ((939800 1953300, 939800 1953400, 939900 1953400, 939900 1953300, 939800 1953300))",63.0,43.0
664,0.0,0.0,13.0,13.0,6.0,6.0,7.0,0.0,"POLYGON ((942600 1949300, 942600 1949400, 942700 1949400, 942700 1949300, 942600 1949300))",45.0,26.0
665,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,"POLYGON ((939300 1952600, 939300 1952700, 939400 1952700, 939400 1952600, 939300 1952600))",15.0,9.0
666,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943000 1947900, 943000 1948000, 943100 1948000, 943100 1947900, 943000 1947900))",7.0,7.0
667,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1953000, 939700 1953100, 939800 1953100, 939800 1953000, 939700 1953000))",12.0,12.0
668,0.0,10.0,15.0,15.0,6.0,7.0,0.0,11.0,"POLYGON ((943900 1951100, 943900 1951200, 944000 1951200, 944000 1951100, 943900 1951100))",64.0,40.0
669,0.0,8.0,27.0,17.0,12.0,13.0,19.0,11.0,"POLYGON ((941800 1950700, 941800 1950800, 941900 1950800, 941900 1950700, 941800 1950700))",107.0,52.0
670,13.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1952300, 942400 1952400, 942500 1952400, 942500 1952300, 942400 1952300))",33.0,33.0
671,10.0,9.0,10.0,19.0,15.0,14.0,25.0,15.0,"POLYGON ((941100 1950500, 941100 1950600, 941200 1950600, 941200 1950500, 941100 1950500))",117.0,48.0
672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941700 1949600, 941700 1949700, 941800 1949700, 941800 1949600, 941700 1949600))",0.0,0.0
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943200 1948000, 943200 1948100, 943300 1948100, 943300 1948000, 943200 1948000))",0.0,0.0
674,0.0,0.0,0.0,8.0,6.0,0.0,6.0,8.0,"POLYGON ((940400 1950300, 940400 1950400, 940500 1950400, 940500 1950300, 940400 1950300))",28.0,8.0
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942800 1951000, 942800 1951100, 942900 1951100, 942900 1951000, 942800 1951000))",0.0,0.0
676,7.0,11.0,13.0,17.0,0.0,15.0,0.0,6.0,"POLYGON ((939000 1952300, 939000 1952400, 939100 1952400, 939100 1952300, 939000 1952300))",69.0,48.0
677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940500 1952200, 940500 1952300, 940600 1952300, 940600 1952200, 940500 1952200))",0.0,0.0
678,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941500 1948800, 941500 1948900, 941600 1948900, 941600 1948800, 941500 1948800))",7.0,7.0
679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940700 1951300, 940700 1951400, 940800 1951400, 940800 1951300, 940700 1951300))",0.0,0.0
680,17.0,0.0,16.0,26.0,9.0,8.0,12.0,6.0,"POLYGON ((941200 1950200, 941200 1950300, 941300 1950300, 941300 1950200, 941200 1950200))",94.0,59.0
681,9.0,0.0,13.0,9.0,0.0,0.0,0.0,8.0,"POLYGON ((941500 1949900, 941500 1950000, 941600 1950000, 941600 1949900, 941500 1949900))",39.0,31.0
682,6.0,9.0,8.0,10.0,0.0,6.0,0.0,0.0,"POLYGON ((941600 1948700, 941600 1948800, 941700 1948800, 941700 1948700, 941600 1948700))",39.0,33.0
683,6.0,18.0,14.0,15.0,0.0,7.0,0.0,6.0,"POLYGON ((943000 1948400, 943000 1948500, 943100 1948500, 943100 1948400, 943000 1948400))",66.0,53.0
684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939100 1952200, 939100 1952300, 939200 1952300, 939200 1952200, 939100 1952200))",0.0,0.0
685,12.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,"POLYGON ((942600 1951600, 942600 1951700, 942700 1951700, 942700 1951600, 942600 1951600))",34.0,28.0
686,0.0,0.0,8.0,7.0,11.0,0.0,7.0,6.0,"POLYGON ((939500 1951800, 939500 1951900, 939600 1951900, 939600 1951800, 939500 1951800))",39.0,15.0
687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938800 1951500, 938800 1951600, 938900 1951600, 938900 1951500, 938800 1951500))",0.0,0.0
688,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,"POLYGON ((942700 1950100, 942700 1950200, 942800 1950200, 942800 1950100, 942700 1950100))",13.0,6.0
689,0.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1951200, 940200 1951300, 940300 1951300, 940300 1951200, 940200 1951200))",30.0,30.0
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1952200, 940200 1952300, 940300 1952300, 940300 1952200, 940200 1952200))",0.0,0.0
691,20.0,18.0,70.0,61.0,31.0,34.0,29.0,13.0,"POLYGON ((944600 1950500, 944600 1950600, 944700 1950600, 944700 1950500, 944600 1950500))",276.0,169.0
692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942900 1948200, 942900 1948300, 943000 1948300, 943000 1948200, 942900 1948200))",0.0,0.0
693,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((939100 1953100, 939100 1953200, 939200 1953200, 939200 1953100, 939100 1953100))",6.0,6.0
694,21.0,26.0,44.0,50.0,27.0,30.0,23.0,21.0,"POLYGON ((941500 1950200, 941500 1950300, 941600 1950300, 941600 1950200, 941500 1950200))",242.0,141.0
695,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,"POLYGON ((938900 1951800, 938900 1951900, 939000 1951900, 939000 1951800, 938900 1951800))",12.0,6.0
696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1949800, 940200 1949900, 940300 1949900, 940300 1949800, 940200 1949800))",0.0,0.0
697,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((941400 1950400, 941400 1950500, 941500 1950500, 941500 1950400, 941400 1950400))",18.0,18.0
698,0.0,11.0,9.0,10.0,6.0,0.0,7.0,8.0,"POLYGON ((940400 1950500, 940400 1950600, 940500 1950600, 940500 1950500, 940400 1950500))",51.0,30.0
699,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939200 1952400, 939200 1952500, 939300 1952500, 939300 1952400, 939200 1952400))",11.0,11.0
700,18.0,15.0,31.0,26.0,11.0,14.0,14.0,0.0,"POLYGON ((941500 1950900, 941500 1951000, 941600 1951000, 941600 1950900, 941500 1950900))",129.0,90.0
701,9.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1948400, 942400 1948500, 942500 1948500, 942500 1948400, 942400 1948400))",43.0,43.0
702,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"POLYGON ((943600 1951600, 943600 1951700, 943700 1951700, 943700 1951600, 943600 1951600))",7.0,0.0
703,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943600 1949900, 943600 1950000, 943700 1950000, 943700 1949900, 943600 1949900))",13.0,13.0
704,18.0,20.0,23.0,15.0,6.0,7.0,0.0,10.0,"POLYGON ((939400 1952600, 939400 1952700, 939500 1952700, 939500 1952600, 939400 1952600))",99.0,76.0
705,9.0,9.0,8.0,15.0,0.0,8.0,7.0,0.0,"POLYGON ((942500 1952000, 942500 1952100, 942600 1952100, 942600 1952000, 942500 1952000))",56.0,41.0
706,9.0,6.0,8.0,8.0,0.0,0.0,7.0,0.0,"POLYGON ((940800 1949700, 940800 1949800, 940900 1949800, 940900 1949700, 940800 1949700))",38.0,31.0
707,8.0,6.0,11.0,6.0,0.0,0.0,8.0,6.0,"POLYGON ((942300 1950300, 942300 1950400, 942400 1950400, 942400 1950300, 942300 1950300))",45.0,31.0
708,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((943500 1948500, 943500 1948600, 943600 1948600, 943600 1948500, 943500 1948500))",15.0,15.0
709,0.0,0.0,9.0,0.0,9.0,0.0,0.0,11.0,"POLYGON ((940100 1950300, 940100 1950400, 940200 1950400, 940200 1950300, 940100 1950300))",29.0,9.0
710,27.0,30.0,12.0,7.0,0.0,0.0,0.0,0.0,"POLYGON ((939600 1951500, 939600 1951600, 939700 1951600, 939700 1951500, 939600 1951500))",76.0,76.0
711,6.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,"POLYGON ((943800 1950600, 943800 1950700, 943900 1950700, 943900 1950600, 943800 1950600))",26.0,15.0
712,0.0,8.0,13.0,13.0,8.0,7.0,7.0,9.0,"POLYGON ((942600 1948200, 942600 1948300, 942700 1948300, 942700 1948200, 942600 1948200))",65.0,34.0
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941800 1949700, 941800 1949800, 941900 1949800, 941900 1949700, 941800 1949700))",0.0,0.0
714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942200 1952000, 942200 1952100, 942300 1952100, 942300 1952000, 942200 1952000))",0.0,0.0
715,24.0,28.0,17.0,14.0,9.0,9.0,11.0,19.0,"POLYGON ((940200 1952400, 940200 1952500, 940300 1952500, 940300 1952400, 940200 1952400))",131.0,83.0
716,0.0,0.0,9.0,12.0,0.0,0.0,0.0,6.0,"POLYGON ((942100 1949600, 942100 1949700, 942200 1949700, 942200 1949600, 942100 1949600))",27.0,21.0
717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943500 1951500, 943500 1951600, 943600 1951600, 943600 1951500, 943500 1951500))",0.0,0.0
718,7.0,6.0,11.0,12.0,0.0,0.0,10.0,0.0,"POLYGON ((940800 1949600, 940800 1949700, 940900 1949700, 940900 1949600, 940800 1949600))",46.0,36.0
719,0.0,0.0,8.0,6.0,0.0,6.0,0.0,0.0,"POLYGON ((943400 1950600, 943400 1950700, 943500 1950700, 943500 1950600, 943400 1950600))",20.0,14.0
720,16.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,"POLYGON ((940100 1952600, 940100 1952700, 940200 1952700, 940200 1952600, 940100 1952600))",52.0,52.0
721,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1952300, 939500 1952400, 939600 1952400, 939600 1952300, 939500 1952300))",8.0,8.0
722,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,"POLYGON ((941700 1952700, 941700 1952800, 941800 1952800, 941800 1952700, 941700 1952700))",7.0,7.0
723,0.0,12.0,18.0,22.0,12.0,6.0,11.0,9.0,"POLYGON ((941600 1950400, 941600 1950500, 941700 1950500, 941700 1950400, 941600 1950400))",90.0,52.0
724,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,"POLYGON ((939800 1950800, 939800 1950900, 939900 1950900, 939900 1950800, 939800 1950800))",7.0,0.0
725,26.0,29.0,17.0,19.0,6.0,11.0,0.0,10.0,"POLYGON ((939600 1952700, 939600 1952800, 939700 1952800, 939700 1952700, 939600 1952700))",118.0,91.0
726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941900 1951200, 941900 1951300, 942000 1951300, 942000 1951200, 941900 1951200))",0.0,0.0
727,12.0,15.0,103.0,83.0,45.0,44.0,29.0,24.0,"POLYGON ((939900 1952000, 939900 1952100, 940000 1952100, 940000 1952000, 939900 1952000))",355.0,213.0
728,9.0,10.0,25.0,23.0,11.0,9.0,22.0,13.0,"POLYGON ((941600 1951000, 941600 1951100, 941700 1951100, 941700 1951000, 941600 1951000))",122.0,67.0
729,11.0,6.0,7.0,0.0,0.0,6.0,6.0,0.0,"POLYGON ((942900 1951100, 942900 1951200, 943000 1951200, 943000 1951100, 942900 1951100))",36.0,24.0
730,16.0,6.0,0.0,7.0,0.0,10.0,0.0,8.0,"POLYGON ((943100 1951000, 943100 1951100, 943200 1951100, 943200 1951000, 943100 1951000))",47.0,29.0
731,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1948200, 942400 1948300, 942500 1948300, 942500 1948200, 942400 1948200))",16.0,16.0
732,18.0,8.0,25.0,35.0,18.0,10.0,24.0,18.0,"POLYGON ((941600 1950600, 941600 1950700, 941700 1950700, 941700 1950600, 941600 1950600))",156.0,86.0
733,6.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,"POLYGON ((938900 1952500, 938900 1952600, 939000 1952600, 939000 1952500, 938900 1952500))",21.0,12.0
734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944700 1949900, 944700 1950000, 944800 1950000, 944800 1949900, 944700 1949900))",0.0,0.0
735,9.0,10.0,17.0,15.0,8.0,7.0,8.0,9.0,"POLYGON ((939000 1952500, 939000 1952600, 939100 1952600, 939100 1952500, 939000 1952500))",83.0,51.0
736,6.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,"POLYGON ((940600 1951000, 940600 1951100, 940700 1951100, 940700 1951000, 940600 1951000))",30.0,30.0
737,13.0,16.0,11.0,12.0,6.0,12.0,8.0,0.0,"POLYGON ((942200 1952600, 942200 1952700, 942300 1952700, 942300 1952600, 942200 1952600))",78.0,52.0
738,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((942100 1948300, 942100 1948400, 942200 1948400, 942200 1948300, 942100 1948300))",6.0,6.0
739,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942700 1947900, 942700 1948000, 942800 1948000, 942800 1947900, 942700 1947900))",6.0,6.0
740,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942800 1950600, 942800 1950700, 942900 1950700, 942900 1950600, 942800 1950600))",13.0,13.0
741,7.0,12.0,13.0,13.0,0.0,8.0,9.0,0.0,"POLYGON ((942000 1951600, 942000 1951700, 942100 1951700, 942100 1951600, 942000 1951600))",62.0,45.0
742,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941600 1949500, 941600 1949600, 941700 1949600, 941700 1949500, 941600 1949500))",6.0,6.0
743,7.0,7.0,10.0,8.0,6.0,0.0,7.0,6.0,"POLYGON ((943700 1949100, 943700 1949200, 943800 1949200, 943800 1949100, 943700 1949100))",51.0,32.0
744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1952200, 939500 1952300, 939600 1952300, 939600 1952200, 939500 1952200))",0.0,0.0
745,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,"POLYGON ((943600 1949600, 943600 1949700, 943700 1949700, 943700 1949600, 943600 1949600))",8.0,8.0
746,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((942200 1951000, 942200 1951100, 942300 1951100, 942300 1951000, 942200 1951000))",6.0,6.0
747,9.0,13.0,0.0,6.0,0.0,0.0,0.0,6.0,"POLYGON ((943600 1948700, 943600 1948800, 943700 1948800, 943700 1948700, 943600 1948700))",34.0,28.0
748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1951300, 942400 1951400, 942500 1951400, 942500 1951300, 942400 1951300))",0.0,0.0
749,9.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,"POLYGON ((944500 1950200, 944500 1950300, 944600 1950300, 944600 1950200, 944500 1950200))",33.0,33.0
750,6.0,7.0,14.0,7.0,0.0,6.0,0.0,0.0,"POLYGON ((943000 1948200, 943000 1948300, 943100 1948300, 943100 1948200, 943000 1948200))",40.0,34.0
751,15.0,28.0,20.0,20.0,11.0,12.0,7.0,10.0,"POLYGON ((939300 1953100, 939300 1953200, 939400 1953200, 939400 1953100, 939300 1953100))",123.0,83.0
752,10.0,22.0,22.0,14.0,7.0,17.0,10.0,11.0,"POLYGON ((944900 1950300, 944900 1950400, 945000 1950400, 945000 1950300, 944900 1950300))",113.0,68.0
753,9.0,11.0,15.0,13.0,0.0,0.0,0.0,0.0,"POLYGON ((939800 1951000, 939800 1951100, 939900 1951100, 939900 1951000, 939800 1951000))",48.0,48.0
754,7.0,11.0,27.0,20.0,16.0,11.0,21.0,10.0,"POLYGON ((940900 1950500, 940900 1950600, 941000 1950600, 941000 1950500, 940900 1950500))",123.0,65.0
755,0.0,7.0,21.0,17.0,7.0,11.0,12.0,11.0,"POLYGON ((942200 1951600, 942200 1951700, 942300 1951700, 942300 1951600, 942200 1951600))",86.0,45.0
756,7.0,8.0,11.0,11.0,0.0,0.0,0.0,9.0,"POLYGON ((943500 1949800, 943500 1949900, 943600 1949900, 943600 1949800, 943500 1949800))",46.0,37.0
757,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943200 1948300, 943200 1948400, 943300 1948400, 943300 1948300, 943200 1948300))",6.0,6.0
758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939000 1951900, 939000 1952000, 939100 1952000, 939100 1951900, 939000 1951900))",0.0,0.0
759,11.0,11.0,8.0,13.0,6.0,0.0,0.0,7.0,"POLYGON ((942700 1948600, 942700 1948700, 942800 1948700, 942800 1948600, 942700 1948600))",56.0,43.0
760,7.0,9.0,7.0,0.0,0.0,0.0,6.0,0.0,"POLYGON ((939600 1952600, 939600 1952700, 939700 1952700, 939700 1952600, 939600 1952600))",29.0,23.0
761,11.0,7.0,10.0,10.0,9.0,6.0,6.0,9.0,"POLYGON ((942500 1948400, 942500 1948500, 942600 1948500, 942600 1948400, 942500 1948400))",68.0,38.0
762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938200 1953600, 938200 1953700, 938300 1953700, 938300 1953600, 938200 1953600))",0.0,0.0
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939200 1952500, 939200 1952600, 939300 1952600, 939300 1952500, 939200 1952500))",0.0,0.0
764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943100 1950800, 943100 1950900, 943200 1950900, 943200 1950800, 943100 1950800))",0.0,0.0
765,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941800 1948900, 941800 1949000, 941900 1949000, 941900 1948900, 941800 1948900))",24.0,24.0
766,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1948700, 942400 1948800, 942500 1948800, 942500 1948700, 942400 1948700))",6.0,6.0
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,"POLYGON ((942500 1951300, 942500 1951400, 942600 1951400, 942600 1951300, 942500 1951300))",10.0,0.0
768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939600 1950700, 939600 1950800, 939700 1950800, 939700 1950700, 939600 1950700))",0.0,0.0
769,13.0,0.0,0.0,6.0,0.0,7.0,7.0,0.0,"POLYGON ((943300 1950300, 943300 1950400, 943400 1950400, 943400 1950300, 943300 1950300))",33.0,19.0
770,0.0,7.0,17.0,12.0,13.0,0.0,8.0,6.0,"POLYGON ((941400 1950500, 941400 1950600, 941500 1950600, 941500 1950500, 941400 1950500))",63.0,36.0
771,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,"POLYGON ((944100 1950200, 944100 1950300, 944200 1950300, 944200 1950200, 944100 1950200))",12.0,12.0
772,27.0,26.0,27.0,32.0,6.0,6.0,6.0,0.0,"POLYGON ((940000 1951200, 940000 1951300, 940100 1951300, 940100 1951200, 940000 1951200))",130.0,112.0
773,12.0,13.0,11.0,13.0,10.0,0.0,8.0,0.0,"POLYGON ((940300 1950500, 940300 1950600, 940400 1950600, 940400 1950500, 940300 1950500))",67.0,49.0
774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1950300, 942400 1950400, 942500 1950400, 942500 1950300, 942400 1950300))",0.0,0.0
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943600 1948600, 943600 1948700, 943700 1948700, 943700 1948600, 943600 1948600))",0.0,0.0
776,10.0,6.0,19.0,12.0,7.0,8.0,10.0,9.0,"POLYGON ((943000 1948500, 943000 1948600, 943100 1948600, 943100 1948500, 943000 1948500))",81.0,47.0
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"POLYGON ((942400 1952200, 942400 1952300, 942500 1952300, 942500 1952200, 942400 1952200))",8.0,0.0
778,6.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,"POLYGON ((944700 1950000, 944700 1950100, 944800 1950100, 944800 1950000, 944700 1950000))",24.0,18.0
779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939200 1952600, 939200 1952700, 939300 1952700, 939300 1952600, 939200 1952600))",0.0,0.0
780,29.0,14.0,21.0,18.0,9.0,6.0,10.0,8.0,"POLYGON ((941600 1949900, 941600 1950000, 941700 1950000, 941700 1949900, 941600 1949900))",115.0,82.0
781,12.0,19.0,0.0,11.0,0.0,0.0,0.0,6.0,"POLYGON ((942000 1948600, 942000 1948700, 942100 1948700, 942100 1948600, 942000 1948600))",48.0,42.0
782,10.0,13.0,16.0,16.0,6.0,7.0,9.0,8.0,"POLYGON ((941000 1949800, 941000 1949900, 941100 1949900, 941100 1949800, 941000 1949800))",85.0,55.0
783,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942100 1952400, 942100 1952500, 942200 1952500, 942200 1952400, 942100 1952400))",7.0,7.0
784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942300 1949200, 942300 1949300, 942400 1949300, 942400 1949200, 942300 1949200))",0.0,0.0
785,0.0,7.0,11.0,19.0,0.0,7.0,7.0,8.0,"POLYGON ((940900 1949600, 940900 1949700, 941000 1949700, 941000 1949600, 940900 1949600))",59.0,37.0
786,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943200 1950200, 943200 1950300, 943300 1950300, 943300 1950200, 943200 1950200))",6.0,6.0
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941700 1952200, 941700 1952300, 941800 1952300, 941800 1952200, 941700 1952200))",0.0,0.0
788,6.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,"POLYGON ((943500 1950800, 943500 1950900, 943600 1950900, 943600 1950800, 943500 1950800))",19.0,13.0
789,7.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,"POLYGON ((942200 1951300, 942200 1951400, 942300 1951400, 942300 1951300, 942200 1951300))",38.0,38.0
790,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941800 1949500, 941800 1949600, 941900 1949600, 941900 1949500, 941800 1949500))",12.0,12.0
791,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,"POLYGON ((939800 1953200, 939800 1953300, 939900 1953300, 939900 1953200, 939800 1953200))",7.0,0.0
792,10.0,8.0,23.0,22.0,13.0,11.0,12.0,7.0,"POLYGON ((939900 1952300, 939900 1952400, 940000 1952400, 940000 1952300, 939900 1952300))",106.0,63.0
