,유아여성인구수,유아남성인구수,초등학생여성인구수,초등학생남성인구수,중학생여성인구수,중학생남성인구수,고등학생여성인구수,고등학생남성인구수,geometry,미성년총인구,만12세이하총인구
2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944200 1950600, 944200 1950700, 944300 1950700, 944300 1950600, 944200 1950600))",0.0,0.0
2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1955100, 938000 1955200, 938100 1955200, 938100 1955100, 938000 1955100))",0.0,0.0
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940900 1951200, 940900 1951300, 941000 1951300, 941000 1951200, 940900 1951200))",0.0,0.0
2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1955400, 938000 1955500, 938100 1955500, 938100 1955400, 938000 1955400))",0.0,0.0
2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937500 1951900, 937500 1952000, 937600 1952000, 937600 1951900, 937500 1951900))",0.0,0.0
2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940800 1950100, 940800 1950200, 940900 1950200, 940900 1950100, 940800 1950100))",0.0,0.0
2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937800 1948800, 937800 1948900, 937900 1948900, 937900 1948800, 937800 1948800))",0.0,0.0
2395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1949800, 939700 1949900, 939800 1949900, 939800 1949800, 939700 1949800))",0.0,0.0
2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937000 1951800, 937000 1951900, 937100 1951900, 937100 1951800, 937000 1951800))",0.0,0.0
2397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941100 1952000, 941100 1952100, 941200 1952100, 941200 1952000, 941100 1952000))",0.0,0.0
2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937000 1950900, 937000 1951000, 937100 1951000, 937100 1950900, 937000 1950900))",0.0,0.0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1950400, 939500 1950500, 939600 1950500, 939600 1950400, 939500 1950400))",0.0,0.0
2400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940500 1953600, 940500 1953700, 940600 1953700, 940600 1953600, 940500 1953600))",0.0,0.0
2401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938700 1956000, 938700 1956100, 938800 1956100, 938800 1956000, 938700 1956000))",0.0,0.0
2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1955500, 939500 1955600, 939600 1955600, 939600 1955500, 939500 1955500))",0.0,0.0
2403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937600 1949200, 937600 1949300, 937700 1949300, 937700 1949200, 937600 1949200))",0.0,0.0
2404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1955100, 939700 1955200, 939800 1955200, 939800 1955100, 939700 1955100))",0.0,0.0
2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938500 1950900, 938500 1951000, 938600 1951000, 938600 1950900, 938500 1950900))",0.0,0.0
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936000 1952200, 936000 1952300, 936100 1952300, 936100 1952200, 936000 1952200))",0.0,0.0
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((935200 1950500, 935200 1950600, 935300 1950600, 935300 1950500, 935200 1950500))",0.0,0.0
2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938200 1950900, 938200 1951000, 938300 1951000, 938300 1950900, 938200 1950900))",0.0,0.0
2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940400 1949500, 940400 1949600, 940500 1949600, 940500 1949500, 940400 1949500))",0.0,0.0
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938300 1951100, 938300 1951200, 938400 1951200, 938400 1951100, 938300 1951100))",0.0,0.0
2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1952700, 938000 1952800, 938100 1952800, 938100 1952700, 938000 1952700))",0.0,0.0
2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1954200, 939700 1954300, 939800 1954300, 939800 1954200, 939700 1954200))",0.0,0.0
2413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941000 1950700, 941000 1950800, 941100 1950800, 941100 1950700, 941000 1950700))",0.0,0.0
2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943100 1950200, 943100 1950300, 943200 1950300, 943200 1950200, 943100 1950200))",0.0,0.0
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938400 1954400, 938400 1954500, 938500 1954500, 938500 1954400, 938400 1954400))",0.0,0.0
2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937200 1950100, 937200 1950200, 937300 1950200, 937300 1950100, 937200 1950100))",0.0,0.0
2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936700 1952400, 936700 1952500, 936800 1952500, 936800 1952400, 936700 1952400))",0.0,0.0
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938600 1953800, 938600 1953900, 938700 1953900, 938700 1953800, 938600 1953800))",0.0,0.0
2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943100 1952200, 943100 1952300, 943200 1952300, 943200 1952200, 943100 1952200))",0.0,0.0
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943700 1951800, 943700 1951900, 943800 1951900, 943800 1951800, 943700 1951800))",0.0,0.0
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944700 1951000, 944700 1951100, 944800 1951100, 944800 1951000, 944700 1951000))",0.0,0.0
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938400 1953900, 938400 1954000, 938500 1954000, 938500 1953900, 938400 1953900))",0.0,0.0
2423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940100 1953400, 940100 1953500, 940200 1953500, 940200 1953400, 940100 1953400))",0.0,0.0
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937100 1952300, 937100 1952400, 937200 1952400, 937200 1952300, 937100 1952300))",0.0,0.0
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937600 1950300, 937600 1950400, 937700 1950400, 937700 1950300, 937600 1950300))",0.0,0.0
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938900 1953900, 938900 1954000, 939000 1954000, 939000 1953900, 938900 1953900))",0.0,0.0
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942300 1952700, 942300 1952800, 942400 1952800, 942400 1952700, 942300 1952700))",0.0,0.0
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1953500, 939700 1953600, 939800 1953600, 939800 1953500, 939700 1953500))",0.0,0.0
2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937600 1953000, 937600 1953100, 937700 1953100, 937700 1953000, 937600 1953000))",0.0,0.0
2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1952600, 942400 1952700, 942500 1952700, 942500 1952600, 942400 1952600))",0.0,0.0
2431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939600 1951400, 939600 1951500, 939700 1951500, 939700 1951400, 939600 1951400))",0.0,0.0
2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936500 1950900, 936500 1951000, 936600 1951000, 936600 1950900, 936500 1950900))",0.0,0.0
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1954800, 938000 1954900, 938100 1954900, 938100 1954800, 938000 1954800))",0.0,0.0
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936200 1951600, 936200 1951700, 936300 1951700, 936300 1951600, 936200 1951600))",0.0,0.0
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939600 1954300, 939600 1954400, 939700 1954400, 939700 1954300, 939600 1954300))",0.0,0.0
2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((945100 1950700, 945100 1950800, 945200 1950800, 945200 1950700, 945100 1950700))",0.0,0.0
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937600 1949300, 937600 1949400, 937700 1949400, 937700 1949300, 937600 1949300))",0.0,0.0
2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1952800, 942400 1952900, 942500 1952900, 942500 1952800, 942400 1952800))",0.0,0.0
2439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((935000 1950800, 935000 1950900, 935100 1950900, 935100 1950800, 935000 1950800))",0.0,0.0
2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1954500, 938000 1954600, 938100 1954600, 938100 1954500, 938000 1954500))",0.0,0.0
2441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1949100, 938000 1949200, 938100 1949200, 938100 1949100, 938000 1949100))",0.0,0.0
2442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939900 1955000, 939900 1955100, 940000 1955100, 940000 1955000, 939900 1955000))",0.0,0.0
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936000 1951000, 936000 1951100, 936100 1951100, 936100 1951000, 936000 1951000))",0.0,0.0
2444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1953100, 938000 1953200, 938100 1953200, 938100 1953100, 938000 1953100))",0.0,0.0
2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938900 1955500, 938900 1955600, 939000 1955600, 939000 1955500, 938900 1955500))",0.0,0.0
2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939000 1954600, 939000 1954700, 939100 1954700, 939100 1954600, 939000 1954600))",0.0,0.0
2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944100 1951000, 944100 1951100, 944200 1951100, 944200 1951000, 944100 1951000))",0.0,0.0
2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937900 1951600, 937900 1951700, 938000 1951700, 938000 1951600, 937900 1951600))",0.0,0.0
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938500 1950800, 938500 1950900, 938600 1950900, 938600 1950800, 938500 1950800))",0.0,0.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1950700, 940200 1950800, 940300 1950800, 940300 1950700, 940200 1950700))",0.0,0.0
2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942700 1952700, 942700 1952800, 942800 1952800, 942800 1952700, 942700 1952700))",0.0,0.0
2452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943300 1951900, 943300 1952000, 943400 1952000, 943400 1951900, 943300 1951900))",0.0,0.0
2453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943200 1950600, 943200 1950700, 943300 1950700, 943300 1950600, 943200 1950600))",0.0,0.0
2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943500 1949000, 943500 1949100, 943600 1949100, 943600 1949000, 943500 1949000))",0.0,0.0
2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936100 1951700, 936100 1951800, 936200 1951800, 936200 1951700, 936100 1951700))",0.0,0.0
2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939400 1950200, 939400 1950300, 939500 1950300, 939500 1950200, 939400 1950200))",0.0,0.0
2457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936700 1951500, 936700 1951600, 936800 1951600, 936800 1951500, 936700 1951500))",0.0,0.0
2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938100 1950400, 938100 1950500, 938200 1950500, 938200 1950400, 938100 1950400))",0.0,0.0
2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941200 1953900, 941200 1954000, 941300 1954000, 941300 1953900, 941200 1953900))",0.0,0.0
2460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939400 1953800, 939400 1953900, 939500 1953900, 939500 1953800, 939400 1953800))",0.0,0.0
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938600 1955900, 938600 1956000, 938700 1956000, 938700 1955900, 938600 1955900))",0.0,0.0
2462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937800 1950600, 937800 1950700, 937900 1950700, 937900 1950600, 937800 1950600))",0.0,0.0
2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1953000, 940200 1953100, 940300 1953100, 940300 1953000, 940200 1953000))",0.0,0.0
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943500 1951800, 943500 1951900, 943600 1951900, 943600 1951800, 943500 1951800))",0.0,0.0
2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940100 1953300, 940100 1953400, 940200 1953400, 940200 1953300, 940100 1953300))",0.0,0.0
2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((945100 1951000, 945100 1951100, 945200 1951100, 945200 1951000, 945100 1951000))",0.0,0.0
2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941300 1950000, 941300 1950100, 941400 1950100, 941400 1950000, 941300 1950000))",0.0,0.0
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940600 1951200, 940600 1951300, 940700 1951300, 940700 1951200, 940600 1951200))",0.0,0.0
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936900 1950400, 936900 1950500, 937000 1950500, 937000 1950400, 936900 1950400))",0.0,0.0
2470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939300 1954500, 939300 1954600, 939400 1954600, 939400 1954500, 939300 1954500))",0.0,0.0
2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1951700, 940200 1951800, 940300 1951800, 940300 1951700, 940200 1951700))",0.0,0.0
2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940400 1952200, 940400 1952300, 940500 1952300, 940500 1952200, 940400 1952200))",0.0,0.0
2473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940200 1953200, 940200 1953300, 940300 1953300, 940300 1953200, 940200 1953200))",0.0,0.0
2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937900 1951000, 937900 1951100, 938000 1951100, 938000 1951000, 937900 1951000))",0.0,0.0
2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((935900 1952100, 935900 1952200, 936000 1952200, 936000 1952100, 935900 1952100))",0.0,0.0
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1954100, 939700 1954200, 939800 1954200, 939800 1954100, 939700 1954100))",0.0,0.0
2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936200 1951500, 936200 1951600, 936300 1951600, 936300 1951500, 936200 1951500))",0.0,0.0
2478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939000 1954400, 939000 1954500, 939100 1954500, 939100 1954400, 939000 1954400))",0.0,0.0
2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943800 1951800, 943800 1951900, 943900 1951900, 943900 1951800, 943800 1951800))",0.0,0.0
2480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940600 1954100, 940600 1954200, 940700 1954200, 940700 1954100, 940600 1954100))",0.0,0.0
2481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936400 1951500, 936400 1951600, 936500 1951600, 936500 1951500, 936400 1951500))",0.0,0.0
2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941500 1952200, 941500 1952300, 941600 1952300, 941600 1952200, 941500 1952200))",0.0,0.0
2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944000 1951600, 944000 1951700, 944100 1951700, 944100 1951600, 944000 1951600))",0.0,0.0
2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939600 1950500, 939600 1950600, 939700 1950600, 939700 1950500, 939600 1950500))",0.0,0.0
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940400 1950700, 940400 1950800, 940500 1950800, 940500 1950700, 940400 1950700))",0.0,0.0
2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939300 1955200, 939300 1955300, 939400 1955300, 939400 1955200, 939300 1955200))",0.0,0.0
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938200 1951800, 938200 1951900, 938300 1951900, 938300 1951800, 938200 1951800))",0.0,0.0
2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939000 1955900, 939000 1956000, 939100 1956000, 939100 1955900, 939000 1955900))",0.0,0.0
2489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939400 1954300, 939400 1954400, 939500 1954400, 939500 1954300, 939400 1954300))",0.0,0.0
2490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940400 1951300, 940400 1951400, 940500 1951400, 940500 1951300, 940400 1951300))",0.0,0.0
2491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942400 1951800, 942400 1951900, 942500 1951900, 942500 1951800, 942400 1951800))",0.0,0.0
2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938300 1955700, 938300 1955800, 938400 1955800, 938400 1955700, 938300 1955700))",0.0,0.0
2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((943300 1952200, 943300 1952300, 943400 1952300, 943400 1952200, 943300 1952200))",0.0,0.0
2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938700 1954200, 938700 1954300, 938800 1954300, 938800 1954200, 938700 1954200))",0.0,0.0
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938600 1955500, 938600 1955600, 938700 1955600, 938700 1955500, 938600 1955500))",0.0,0.0
2496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((935500 1951000, 935500 1951100, 935600 1951100, 935600 1951000, 935500 1951000))",0.0,0.0
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939300 1950000, 939300 1950100, 939400 1950100, 939400 1950000, 939300 1950000))",0.0,0.0
2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939400 1950300, 939400 1950400, 939500 1950400, 939500 1950300, 939400 1950300))",0.0,0.0
2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938100 1955800, 938100 1955900, 938200 1955900, 938200 1955800, 938100 1955800))",0.0,0.0
2500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942600 1952600, 942600 1952700, 942700 1952700, 942700 1952600, 942600 1952600))",0.0,0.0
2501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944300 1951100, 944300 1951200, 944400 1951200, 944400 1951100, 944300 1951100))",0.0,0.0
2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937900 1953600, 937900 1953700, 938000 1953700, 938000 1953600, 937900 1953600))",0.0,0.0
2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938000 1951000, 938000 1951100, 938100 1951100, 938100 1951000, 938000 1951000))",0.0,0.0
2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((945000 1950400, 945000 1950500, 945100 1950500, 945100 1950400, 945000 1950400))",0.0,0.0
2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944700 1951200, 944700 1951300, 944800 1951300, 944800 1951200, 944700 1951200))",0.0,0.0
2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937400 1950900, 937400 1951000, 937500 1951000, 937500 1950900, 937400 1950900))",0.0,0.0
2507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937900 1949100, 937900 1949200, 938000 1949200, 938000 1949100, 937900 1949100))",0.0,0.0
2508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941900 1950300, 941900 1950400, 942000 1950400, 942000 1950300, 941900 1950300))",0.0,0.0
2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1950200, 939700 1950300, 939800 1950300, 939800 1950200, 939700 1950200))",0.0,0.0
2510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939800 1952400, 939800 1952500, 939900 1952500, 939900 1952400, 939800 1952400))",0.0,0.0
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936500 1950600, 936500 1950700, 936600 1950700, 936600 1950600, 936500 1950600))",0.0,0.0
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937500 1949900, 937500 1950000, 937600 1950000, 937600 1949900, 937500 1949900))",0.0,0.0
2513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1951900, 939500 1952000, 939600 1952000, 939600 1951900, 939500 1951900))",0.0,0.0
2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938900 1954200, 938900 1954300, 939000 1954300, 939000 1954200, 938900 1954200))",0.0,0.0
2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940300 1953100, 940300 1953200, 940400 1953200, 940400 1953100, 940300 1953100))",0.0,0.0
2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940400 1954300, 940400 1954400, 940500 1954400, 940500 1954300, 940400 1954300))",0.0,0.0
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940600 1954200, 940600 1954300, 940700 1954300, 940700 1954200, 940600 1954200))",0.0,0.0
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941000 1951600, 941000 1951700, 941100 1951700, 941100 1951600, 941000 1951600))",0.0,0.0
2519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936800 1950200, 936800 1950300, 936900 1950300, 936900 1950200, 936800 1950200))",0.0,0.0
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940000 1953300, 940000 1953400, 940100 1953400, 940100 1953300, 940000 1953300))",0.0,0.0
2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((940000 1950900, 940000 1951000, 940100 1951000, 940100 1950900, 940000 1950900))",0.0,0.0
2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938600 1951300, 938600 1951400, 938700 1951400, 938700 1951300, 938600 1951300))",0.0,0.0
2523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937800 1951300, 937800 1951400, 937900 1951400, 937900 1951300, 937800 1951300))",0.0,0.0
2524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((945100 1950100, 945100 1950200, 945200 1950200, 945200 1950100, 945100 1950100))",0.0,0.0
2525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936500 1951700, 936500 1951800, 936600 1951800, 936600 1951700, 936500 1951700))",0.0,0.0
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((944100 1951500, 944100 1951600, 944200 1951600, 944200 1951500, 944100 1951500))",0.0,0.0
2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938300 1954900, 938300 1955000, 938400 1955000, 938400 1954900, 938300 1954900))",0.0,0.0
2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938700 1954500, 938700 1954600, 938800 1954600, 938800 1954500, 938700 1954500))",0.0,0.0
2529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((936900 1952600, 936900 1952700, 937000 1952700, 937000 1952600, 936900 1952600))",0.0,0.0
2530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937800 1949500, 937800 1949600, 937900 1949600, 937900 1949500, 937800 1949500))",0.0,0.0
2531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939200 1954100, 939200 1954200, 939300 1954200, 939300 1954100, 939200 1954100))",0.0,0.0
2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((942700 1950600, 942700 1950700, 942800 1950700, 942800 1950600, 942700 1950600))",0.0,0.0
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((937700 1949700, 937700 1949800, 937800 1949800, 937800 1949700, 937700 1949700))",0.0,0.0
2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938400 1956100, 938400 1956200, 938500 1956200, 938500 1956100, 938400 1956100))",0.0,0.0
2535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((935600 1950800, 935600 1950900, 935700 1950900, 935700 1950800, 935600 1950800))",0.0,0.0
2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((938800 1953700, 938800 1953800, 938900 1953800, 938900 1953700, 938800 1953700))",0.0,0.0
2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939500 1954700, 939500 1954800, 939600 1954800, 939600 1954700, 939500 1954700))",0.0,0.0
2538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((939700 1954000, 939700 1954100, 939800 1954100, 939800 1954000, 939700 1954000))",0.0,0.0
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((941400 1952800, 941400 1952900, 941500 1952900, 941500 1952800, 941400 1952800))",0.0,0.0
